iter	Logloss
336	0.5014163954
337	0.5014044585
338	0.5013987784
339	0.5013912118
340	0.5013817133
341	0.5013721035
342	0.5013639738
343	0.5013664832
344	0.5013557804
345	0.5013464083
346	0.5013400098
347	0.5013317595
348	0.5013192857
349	0.5013130421
350	0.5012972663
351	0.5012944725
352	0.5012864497
353	0.5012793962
354	0.5012767997
355	0.5012362881
356	0.5012300206
357	0.501218268
358	0.5011897633
359	0.5011872679
360	0.5011740353
361	0.5011693794
362	0.5011591176
363	0.5011582746
364	0.5011477747
365	0.5011440782
366	0.5011367455
367	0.5011259938
368	0.5011217521
369	0.5011170403
370	0.5011031642
371	0.5010855399
372	0.5010807204
373	0.5010717523
374	0.5010617546
375	0.5010559255
376	0.5010518652
377	0.5010512555
378	0.5010462962
379	0.5010432649
380	0.5010334033
381	0.5010249904
382	0.5010207149
383	0.5010183782
384	0.5010100292
385	0.5010062809
386	0.500997556
387	0.5009922533
388	0.5009727535
389	0.5009650564
390	0.5009491282
391	0.500943225
392	0.5009389645
393	0.5009285823
394	0.5009239304
395	0.5008962265
396	0.5008909048
397	0.5008849319
398	0.5008698277
399	0.500864834
400	0.5008606487
401	0.5008554062
402	0.5008489367
403	0.5008452408
404	0.5008394441
405	0.5008291541
406	0.5008211131
407	0.5008083093
408	0.5008046508
409	0.500800977
410	0.5007910268
411	0.5007856959
412	0.5007670063
413	0.5007619129
414	0.50075471
415	0.5007530464
416	0.50074542
417	0.5007409456
418	0.5007355267
419	0.5007293528
420	0.5007244258
421	0.500712349
422	0.500702446
423	0.5006919551
424	0.5006839285
425	0.5006803711
426	0.5006726561
427	0.500667042
428	0.5006659155
429	0.5006609198
430	0.5006581726
431	0.5006487998
432	0.5006323685
433	0.5006271348
434	0.5006214484
435	0.5006130022
436	0.5006122249
437	0.5006000636
438	0.5005882604
439	0.5005807641
440	0.5005625466
441	0.5005517725
442	0.5005502874
443	0.5005437039
444	0.5005437647
445	0.5005369859
446	0.5005340703
447	0.5005289027
448	0.5005247169
449	0.500511601
450	0.5005011256
451	0.5004861514
452	0.5004785855
453	0.5004726302
454	0.5004687189
455	0.5004601429
456	0.5004546522
457	0.5004390693
458	0.5004259158
459	0.5004136196
460	0.500405196
461	0.5003984823
462	0.5003892206
463	0.5003894628
464	0.5003803
465	0.5003777731
466	0.5003715299
467	0.5003522684
468	0.5003496516
469	0.5003473
470	0.5003457214
471	0.5003345102
472	0.5003278331
473	0.5003212518
474	0.5003049729
475	0.5002963032
476	0.5002896409
477	0.5002777725
478	0.5002721841
479	0.5002667923
480	0.5002525635
481	0.5002512691
482	0.5002395777
483	0.5002232997
484	0.5002174422
485	0.5002124093
486	0.5002061183
487	0.5002035191
488	0.5001808944
489	0.5001739426
490	0.5001632241
491	0.5001544186
492	0.5001528515
493	0.5001433499
494	0.5001363555
495	0.5001328009
496	0.5001241075
497	0.5001182829
498	0.5000982848
499	0.5000949372
500	0.5000890201
501	0.5000769615
502	0.5000626949
503	0.5000543042
504	0.5000497038
505	0.500048591
506	0.5000386795
507	0.5000360396
508	0.5000337329
509	0.5000271168
510	0.5000230378
511	0.5000199139
512	0.5000115604
513	0.5000069973
514	0.5000042966
515	0.5000029465
516	0.4999984783
517	0.49999473
518	0.4999891057
519	0.4999810412
520	0.4999755381
521	0.4999655603
522	0.4999617376
523	0.4999534925
524	0.4999433157
525	0.499933971
526	0.4999284998
527	0.4999233178
528	0.4999082369
529	0.4999014064
530	0.4998910606
531	0.4998876196
532	0.4998845084
533	0.4998677845
534	0.4998641533
535	0.4998577608
536	0.4998552807
537	0.4998517547
538	0.4998448736
539	0.4998347238
540	0.4998255286
541	0.4998168408
542	0.4998082969
543	0.4998017743
544	0.499794292
545	0.4997903199
546	0.4997763004
547	0.4997669981
548	0.4997605125
549	0.4997560055
550	0.4997515362
551	0.4997454877
552	0.4997363109
553	0.4997350074
554	0.4997253461
555	0.4997160212
556	0.4997150712
557	0.4997060249
558	0.4996952282
559	0.4996900784
560	0.4996838018
561	0.4996679291
562	0.4996574877
563	0.4996493948
564	0.4996425174
565	0.4996367068
566	0.4996312132
567	0.4996269532
568	0.4996269499
569	0.4996157993
570	0.4996072878
571	0.4996040703
572	0.4995979425
573	0.4995921592
574	0.4995879219
575	0.4995779393
576	0.4995734975
577	0.499569847
578	0.4995595056
579	0.4995534951
580	0.4995488908
581	0.4995462147
582	0.4995453718
583	0.4995208045
584	0.4995156504
585	0.4995102961
586	0.4994974177
587	0.4994938327
588	0.4994891503
589	0.4994838424
590	0.4994718808
591	0.499471452
592	0.4994421965
593	0.4994394586
594	0.4994334055
595	0.4994276646
596	0.4994167138
597	0.499409511
598	0.4994026341
599	0.4993968284
600	0.4993588486
601	0.4993465797
602	0.4993412061
603	0.4993355254
604	0.4993326064
605	0.4993346879
606	0.4993207756
607	0.4993179692
608	0.4993070419
609	0.4992857154
610	0.4992784147
611	0.4992735957
612	0.4992714803
613	0.4992529136
614	0.4992514703
615	0.4992409653
616	0.4992377664
617	0.4992242356
618	0.4992256695
619	0.499219346
620	0.4992160358
621	0.4992098063
622	0.4992075994
623	0.4992040051
624	0.4991970788
625	0.4991959936
626	0.4991913235
627	0.4991823
628	0.4991728951
629	0.4991600818
630	0.4991538378
631	0.4991543309
632	0.4991423182
633	0.4991350129
634	0.4991255981
635	0.4991164442
636	0.4991034696
637	0.4990936129
638	0.4990876756
639	0.499085605
640	0.4990768385
641	0.4990735515
642	0.4990617295
643	0.4990556388
644	0.4990486122
645	0.4990442869
646	0.4990396261
647	0.4990371351
648	0.4990353939
649	0.4990305939
650	0.4990237121
651	0.4990193034
652	0.4990089896
653	0.4990065553
654	0.4990007729
655	0.4989846067
656	0.4989798062
657	0.4989698654
658	0.4989630672
659	0.4989503143
660	0.4989413045
661	0.4989389113
662	0.4989287148
663	0.4989228796
664	0.4989165053
665	0.4989161394
666	0.4989117255
667	0.4989067851
668	0.498900546
669	0.4988974635
670	0.4988928537
671	0.4988865671
672	0.4988843041
673	0.4988786614
674	0.498873135
675	0.4988662163
676	0.4988654523
677	0.4988576953
678	0.4988495745
679	0.4988498583
680	0.4988486755
681	0.4988467422
682	0.4988393393
683	0.4988346222
684	0.4988337695
685	0.4988291647
686	0.4988218168
687	0.498819712
688	0.4988181707
689	0.4988172161
690	0.4988152231
691	0.4988065162
692	0.4988030286
693	0.4987979533
694	0.4987920216
695	0.4987783931
696	0.4987742865
697	0.4987707198
698	0.4987643735
699	0.4987622131
700	0.4987539524
701	0.4987513266
702	0.4987495711
703	0.4987475877
704	0.4987433047
705	0.4987399386
706	0.498731623
707	0.4987309015
708	0.4987267116
709	0.4987246682
710	0.4987148483
711	0.4987053959
712	0.4986918046
713	0.4986865593
714	0.4986847333
715	0.49868464
716	0.4986806776
717	0.4986773299
718	0.498674634
719	0.4986745458
720	0.4986667146
721	0.4986674736
722	0.498665248
723	0.4986616817
724	0.4986424895
725	0.4986314591
726	0.4986307377
727	0.4986255884
728	0.4986245223
729	0.4986200758
730	0.4986171798
731	0.4986097347
732	0.4986060844
733	0.4986035188
734	0.4985980098
735	0.4985942561
736	0.4985900474
737	0.4985855296
738	0.4985806269
739	0.4985712326
740	0.4985677359
741	0.4985642158
742	0.4985591273
743	0.4985527719
744	0.4985426075
745	0.4985394739
746	0.4985351019
747	0.4985270979
748	0.4985239271
749	0.4985214594
750	0.4985197031
751	0.4985114673
752	0.4985073937
753	0.4985076729
754	0.4985048598
755	0.4984994542
756	0.4984958734
757	0.4984979732
758	0.4984888566
759	0.4984859141
760	0.4984790866
761	0.4984759582
762	0.498472629
763	0.4984716234
764	0.4984701039
765	0.498461621
766	0.4984561076
767	0.4984532439
768	0.4984526523
769	0.4984468274
770	0.4984456028
771	0.4984443874
772	0.4984364396
773	0.4984310901
774	0.4984268292
775	0.4984249621
776	0.4984183882
777	0.4984125588
778	0.4984072652
779	0.4983976874
780	0.4983901957
781	0.4983839751
782	0.4983786066
783	0.4983726886
784	0.4983632928
785	0.4983601449
786	0.4983574445
787	0.4983484118
788	0.4983489612
789	0.4983466424
790	0.4983430944
791	0.4983378657
792	0.4983342477
793	0.4983257222
794	0.4983212245
795	0.4983170154
796	0.4983088858
797	0.4983054446
798	0.4982734992
799	0.4982698535
800	0.4982660035
801	0.4982606956
802	0.4982592335
803	0.4982513097
804	0.4982453274
805	0.4982324674
806	0.4982298923
807	0.4982241747
808	0.498219812
809	0.4982167855
810	0.4982178056
811	0.4982140911
812	0.4982109896
813	0.498210361
814	0.498204173
815	0.4982007413
816	0.4981898926
817	0.498187867
818	0.4981861619
819	0.4981845135
820	0.4981774035
821	0.4981698424
822	0.498161433
823	0.4981599011
824	0.4981564879
825	0.4981539782
826	0.4981488054
827	0.4981448619
828	0.4981425881
829	0.4981310144
830	0.498129022
831	0.4981233369
832	0.4981196448
833	0.4981019191
834	0.4980950845
835	0.4980878073
836	0.4980813446
837	0.4980813695
838	0.498075056
839	0.4980718526
840	0.4980684071
841	0.4980666753
842	0.4980624389
843	0.4980573638
844	0.4980502632
845	0.4980453172
846	0.4980404705
847	0.498033579
848	0.4980266928
849	0.4980202581
850	0.4980190572
851	0.4980229261
852	0.4980188567
853	0.4980153692
854	0.4980093583
855	0.4980077706
856	0.4980017553
857	0.4979994317
858	0.4979976951
859	0.4979954692
860	0.4979916605
861	0.4979878984
862	0.4979792896
863	0.4979686639
864	0.4979622064
865	0.497962169
866	0.4979592773
867	0.4979541276
868	0.4979522508
869	0.4979487545
870	0.4979497881
871	0.4979479676
872	0.4979365795
873	0.4979263596
874	0.4979210146
875	0.4979190126
876	0.4979180489
877	0.4979163716
878	0.4979125768
879	0.4979079343
880	0.497898627
881	0.4978967084
882	0.4978919312
883	0.4978868886
884	0.4978818717
885	0.4978775881
886	0.4978677219
887	0.4978609005
888	0.4978572174
889	0.4978522404
890	0.4978491951
891	0.4978382251
892	0.4978347516
893	0.4978275255
894	0.4978244103
895	0.4978204436
896	0.4978163237
897	0.4978142656
898	0.4978121054
899	0.4978070164
900	0.4978051493
901	0.4977978066
902	0.4977934299
903	0.4977882352
904	0.4977854649
905	0.4977818145
906	0.4977834768
907	0.4977789188
908	0.4977788583
909	0.4977759343
910	0.4977667473
911	0.4977586549
912	0.4977579775
913	0.4977576166
914	0.4977541561
915	0.4977465108
916	0.4977416455
917	0.4977378836
918	0.4977368777
919	0.4977314062
920	0.4977225531
921	0.4977209606
922	0.4977153645
923	0.4977121214
924	0.4977091983
925	0.4977070335
926	0.4977064516
927	0.4977057298
928	0.4976965946
929	0.497692824
930	0.4976907429
931	0.4976860677
932	0.4976836419
933	0.4976806664
934	0.4976780914
935	0.4976754422
936	0.4976706653
937	0.4976685235
938	0.4976663537
939	0.497659686
940	0.4976563379
941	0.4976551639
942	0.4976468019
943	0.4976419684
944	0.4976385973
945	0.497634011
946	0.4976311943
947	0.4976312548
948	0.4976319159
949	0.4976222548
950	0.497613473
951	0.4976124533
952	0.4976078635
953	0.4976057401
954	0.4976045013
955	0.4975936818
956	0.4975906132
957	0.4975875815
958	0.4975853139
959	0.4975815842
960	0.4975739106
961	0.4975653208
962	0.4975625083
963	0.4975596356
964	0.4975538671
965	0.497553146
966	0.497548141
967	0.4975482947
968	0.4975452501
969	0.4975440582
970	0.4975419297
971	0.4975400954
972	0.4975339259
973	0.4975328828
974	0.4975269414
975	0.4975247156
976	0.4975224847
977	0.4975230991
978	0.4975207001
979	0.4975205462
980	0.4975169605
981	0.4975071969
982	0.4975040185
983	0.4974991484
984	0.4974941385
985	0.4974925087
986	0.4974872198
987	0.4974848131
988	0.497479096
989	0.4974752315
990	0.4974726519
991	0.4974673068
992	0.4974666502
993	0.4974606062
994	0.4974595541
995	0.4974485377
996	0.4974469836
997	0.4974447394
998	0.497439883
999	0.4974392355
